gene_name	number_of_transposon_per_gene	number_of_read_pergene
HIS2 	58 	1152 	
ULI1 	26 	559 	
ECO1 	80 	2301 	
CDC14 	66 	979 	
PTR3 	121 	1761 	
MET10 	172 	2673 	
SMC2 	190 	4027 	
RPL2A 	39 	539 	
RRT5 	25 	505 	
RPL29 	31 	411 	
YFR032C-B 	23 	347 	
QCR6 	13 	122 	
PHO4 	40 	350 	
YFR034W-A 	5 	5 	
YFR035C 	7 	17 	
CDC26 	20 	337 	
YFR036W-A 	13 	208 	
RSC8 	33 	446 	
IRC5 	146 	1320 	
OSW7 	123 	850 	
SAP155 	288 	3811 	
ERJ5 	31 	341 	
KEG1 	22 	226 	
IRC6 	40 	99 	
DUG1 	66 	1307 	
YFR045W 	20 	302 	
CNN1 	35 	564 	
BNA6 	12 	70 	
RMD8 	28 	464 	
YMR31 	15 	220 	
PRE4 	48 	1455 	
RET2 	71 	2519 	
RPN12 	13 	232 	
YFR052C-A 	4 	9 	
HXK1 	49 	1298 	
YFR054C 	71 	2540 	
YFR056C 	22 	50 	
IRC7 	91 	373 	
YFR057W 	13 	113 	
COS12 	20 	511 	
YGL262W 	9 	26 	
PAU11 	28 	442 	
YGL260W 	11 	35 	
YPS5 	18 	408 	
YGL258W-A 	30 	515 	
VEL1 	22 	131 	
MNT2 	32 	531 	
ADH4 	26 	374 	
ZRT1 	53 	951 	
FZF1 	37 	390 	
HXK2 	97 	2475 	
RTG2 	112 	1357 	
HFM1 	187 	3737 	
RMR1 	65 	2202 	
ZIP2 	189 	4765 	
PDE1 	75 	2206 	
BRR6 	26 	398 	
RAI1 	60 	1662 	
GUS1 	142 	4367 	
RTF1 	94 	1217 	
TAD1 	77 	2220 	
YGL242C 	39 	807 	
KAP114 	159 	4816 	
DOC1 	34 	660 	
YGL239C 	5 	126 	
CSE1 	102 	2446 	
HAP2 	86 	1420 	
MTO1 	71 	965 	
YGL235W 	2 	2 	
ADE5
SEC15 	114 	4227 	
TAN1 	89 	3645 	
EMC4 	6 	61 	
YGL230C 	6 	47 	
SAP4 	74 	1546 	
SHE10 	331 	10452 	
VID30 	375 	15637 	
OST5 	3 	7 	
MTC3 	45 	749 	
VRG4 	5 	28 	
SDT1 	2 	2 	
COG1 	65 	2207 	
EDC1 	25 	689 	
NIF3 	93 	3100 	
FRA2 	37 	550 	
MDM34 	82 	2340 	
YGL218W 	40 	1195 	
YGL217C 	28 	415 	
KIP3 	114 	2782 	
CLG1 	69 	1781 	
YGL214W 	17 	205 	
SKI8 	60 	1436 	
VAM7 	56 	1370 	
NCS6 	80 	2302 	
YPT32 	28 	1125 	
MIG2 	41 	473 	
SIP2 	14 	109 	
SPT16 	123 	3229 	
CHC1 	185 	4271 	
POX1 	168 	5625 	
YGL204C 	9 	164 	
KEX1 	183 	5882 	
ARO8 	38 	540 	
MCM6 	157 	3245 	
EMP24 	16 	248 	
YGL199C 	26 	465 	
YIP4 	49 	1267 	
MDS3 	281 	11847 	
DSD1 	106 	2304 	
GCN1 	849 	33259 	
YGL194C-A 	24 	321 	
HOS2 	180 	4033 	
YGL193C 	99 	4306 	
IME4 	173 	8251 	
COX13 	34 	351 	
CDC55 	188 	11984 	
RPS26A 	9 	156 	
YGL188C-A 	2 	1 	
YGL188C 	0 	0 	
COX4 	2 	5 	
TPN1 	299 	15901 	
YGL185C 	223 	7486 	
STR3 	260 	10373 	
MND1 	44 	1076 	
YGL182C 	1 	0 	
GTS1 	100 	6530 	
ATG1 	462 	2519 	
TOS3 	383 	2064 	
MPT5 	209 	8571 	
YGL177W 	30 	540 	
YGL176C 	118 	4678 	
SAE2 	8 	41 	
BUD13 	66 	2631 	
XRN1 	543 	21046 	
NUP49 	221 	10161 	
ROK1 	184 	4008 	
SPO74 	122 	3301 	
SUA5 	67 	1241 	
HUR1 	22 	236 	
PMR1 	395 	11338 	
CUP2 	111 	4142 	
YGL165C 	101 	3716 	
YRB30 	156 	3585 	
RAD54 	147 	3339 	
SUT1 	96 	3750 	
YIP5 	62 	1521 	
AIM14 	90 	2111 	
YGL159W 	31 	776 	
RCK1 	108 	3141 	
ARI1 	44 	446 	
AMS1 	190 	3257 	
CDC43 	99 	1435 	
LYS5 	27 	305 	
PEX14 	34 	335 	
YGL152C 	23 	133 	
NUT1 	199 	4190 	
INO80 	185 	2658 	
YGL149W 	6 	75 	
ARO2 	55 	966 	
RPL9A 	20 	300 	
RRT6 	21 	359 	
TIP20 	133 	1062 	
ROG1 	319 	3099 	
MRF1 	174 	1584 	
GPI10 	58 	1016 	
HUL5 	130 	1677 	
YGL140C 	94 	1527 	
FLC3 	41 	683 	
YGL138C 	55 	1614 	
SEC27 	104 	3045 	
MRM2 	15 	180 	
RPL1B 	12 	85 	
PCL10 	48 	624 	
ITC1 	401 	7330 	
YGL132W 	50 	314 	
SNT2 	371 	2086 	
CEG1 	120 	1615 	
RSM23 	14 	114 	
CWC23 	34 	776 	
SOH1 	7 	47 	
SCS3 	15 	68 	
MET13 	71 	1431 	
MON1 	44 	744 	
RPS2 	23 	563 	
YGL123C-A 	10 	143 	
NAB2 	54 	1083 	
GPG1 	20 	256 	
PRP43 	83 	1980 	
COQ8 	26 	177 	
YGL118C 	9 	101 	
YGL117W 	16 	309 	
CDC20 	90 	1972 	
SNF4 	26 	309 	
YGL114W 	47 	811 	
SLD3 	76 	1977 	
TAF6 	7 	41 	
NSA1 	47 	928 	
CUE3 	60 	1300 	
YGL109W 	11 	77 	
YGL108C 	18 	146 	
RMD9 	74 	1788 	
MLC1 	14 	66 	
ARC1 	15 	56 	
VPS73 	49 	745 	
RPL28 	29 	621 	
YGL102C 	2 	2 	
YGL101W 	7 	95 	
SEH1 	13 	129 	
LSG1 	74 	1908 	
USE1 	20 	263 	
SRM1 	55 	861 	
TOS8 	24 	292 	
VPS45 	57 	1186 	
PAN2 	138 	2746 	
SPC105 	67 	980 	
NUP145 	128 	2473 	
NBP35 	35 	740 	
LIF1 	64 	1409 	
MF
YGL088W 	14 	194 	
MMS2 	22 	659 	
MAD1 	120 	3108 	
LCL3 	24 	865 	
GUP1 	72 	1561 	
SCY1 	64 	970 	
YGL082W 	75 	937 	
YGL081W 	47 	845 	
FMP37 	3 	7 	
KXD1 	15 	254 	
DBP3 	27 	249 	
HNM1 	89 	2437 	
RPL7A 	34 	566 	
MPS2 	52 	937 	
YGL074C 	9 	67 	
HSF1 	166 	4851 	
YGL072C 	48 	1047 	
AFT1 	90 	1951 	
RPB9 	18 	346 	
YGL069C 	15 	180 	
MNP1 	18 	258 	
NPY1 	83 	2909 	
SGF73 	61 	1231 	
ALG2 	53 	816 	
MRH4 	43 	1000 	
PUS2 	61 	1629 	
YGL063C-A 	2 	1 	
PYC1 	71 	1501 	
DUO1 	12 	245 	
YBP2 	138 	2770 	
PKP2 	43 	863 	
RAD6 	34 	398 	
GEP7 	83 	1940 	
SDS23 	105 	4299 	
OLE1 	33 	136 	
ERV14 	6 	13 	
PRM8 	39 	886 	
YGL052W 	9 	168 	
MST27 	31 	409 	
TYW3 	14 	175 	
TIF4632 	91 	1155 	
RPT6 	18 	227 	
ALG13 	42 	1295 	
RIM8 	100 	2733 	
RNA15 	73 	4525 	
DST1 	32 	462 	
YGL042C 	10 	34 	
YGL041C-B 	8 	98 	
YGL041W-A 	12 	51 	
YGL041C 	4 	9 	
HEM2 	48 	1726 	
YGL039W 	178 	4318 	
OCH1 	161 	7246 	
PNC1 	87 	3559 	
YGL036W 	171 	4097 	
MIG1 	241 	16525 	
YGL034C 	120 	4428 	
HOP2 	73 	1178 	
AGA2 	14 	782 	
RPL24A 	62 	2914 	
RPL30 	79 	4255 	
CGR1 	25 	523 	
SCW11 	102 	2033 	
CWH41 	67 	1294 	
TRP5 	264 	10191 	
PGD1 	77 	2345 	
YGL024W 	21 	418 	
PIB2 	327 	8496 	
STT3 	386 	3154 	
ALK1 	232 	1485 	
GET1 	161 	8643 	
CKB1 	16 	185 	
JAC1 	0 	0 	
ATE1 	5 	33 	
KAP122 	14 	203 	
YGL015C 	19 	109 	
PUF4 	927 	59597 	
YGL014C-A 	92 	7629 	
PDR1 	567 	22376 	
ERG4 	246 	9297 	
SCL1 	20 	300 	
YGL010W 	60 	1757 	
LEU1 	412 	20597 	
PMA1 	355 	13218 	
YGL007C-A 	24 	749 	
BRP1 	30 	732 	
YGL006W-A 	9 	27 	
PMC1 	408 	10550 	
COG7 	263 	1740 	
RPN14 	338 	2455 	
CDH1 	242 	2325 	
ERP6 	62 	193 	
ERG26 	119 	2296 	
AML1 	104 	1507 	
SWC4 	94 	2059 	
CUL3 	165 	4895 	
PEX31 	68 	2000 	
TFG2 	23 	412 	
PRP18 	97 	1919 	
ECT1 	18 	473 	
STF2 	0 	0 	
SEC9 	251 	22721 	
NMA2 	59 	1514 	
YGR011W 	25 	620 	
YGR012W 	85 	1836 	
SNU71 	41 	699 	
MSB2 	226 	4460 	
YGR015C 	35 	462 	
YGR016W 	65 	1239 	
YGR017W 	50 	915 	
YGR018C 	20 	164 	
UGA1 	61 	801 	
VMA7 	8 	53 	
YGR021W 	44 	1382 	
YGR022C 	7 	312 	
MTL1 	67 	1596 	
THG1 	47 	899 	
YGR025W 	18 	686 	
YGR026W 	30 	585 	
RPS25A 	58 	1067 	
MSP1 	8 	193 	
ERV1 	24 	350 	
POP6 	6 	53 	
IMO32 	34 	632 	
NAG1 	21 	303 	
GSC2 	198 	2869 	
TIM21 	53 	820 	
RPL26B 	51 	1147 	
YGR035C 	13 	409 	
YGR035W-A 	4 	5 	
CAX4 	11 	87 	
ACB1 	18 	332 	
ORM1 	31 	735 	
YGR039W 	19 	154 	
KSS1 	16 	225 	
BUD9 	95 	1794 	
YGR042W 	32 	495 	
NQM1 	82 	2932 	
RME1 	47 	1318 	
YGR045C 	8 	206 	
TAM41 	25 	399 	
TFC4 	83 	1507 	
UFD1 	46 	899 	
SCM4 	10 	104 	
YGR050C 	3 	22 	
YGR051C 	24 	645 	
FMP48 	33 	360 	
YGR053C 	37 	879 	
YGR054W 	97 	1672 	
MUP1 	88 	1092 	
RSC1 	114 	3565 	
LST7 	9 	63 	
PEF1 	63 	1685 	
SPR3 	43 	795 	
ERG25 	82 	1765 	
ADE6 	169 	4535 	
COX18 	53 	610 	
SPT4 	5 	12 	
YGR064W 	5 	12 	
VHT1 	60 	834 	
YGR066C 	46 	555 	
YGR067C 	108 	1914 	
ART5 	52 	855 	
YGR068W-A 	3 	18 	
YGR069W 	0 	0 	
ROM1 	70 	1316 	
ENV11 	49 	779 	
UPF3 	20 	357 	
YGR073C 	27 	475 	
SMD1 	20 	237 	
PRP38 	63 	1223 	
MRPL25 	19 	430 	
PEX8 	102 	2943 	
PAC10 	7 	74 	
YGR079W 	44 	1135 	
TWF1 	12 	142 	
SLX9 	23 	422 	
TOM20 	14 	46 	
GCD2 	76 	1719 	
MRP13 	27 	293 	
RPL11B 	30 	1102 	
PIL1 	106 	2875 	
PDC6 	31 	208 	
CTT1 	27 	171 	
NNF2 	144 	2088 	
UTP22 	97 	2685 	
PRP31 	30 	398 	
DBF2 	9 	33 	
DRN1 	52 	791 	
VAS1 	85 	1506 	
RRP46 	9 	41 	
TPC1 	38 	465 	
ASK10 	134 	3020 	
ESP1 	150 	3303 	
TEL2 	31 	509 	
MDR1 	94 	1904 	
PCP1 	12 	46 	
GTF1 	6 	22 	
NOP7 	97 	1571 	
SRB5 	15 	141 	
VMA21 	11 	74 	
VOA1 	32 	580 	
YGR107W 	13 	260 	
CLB1 	71 	1093 	
CLB6 	28 	402 	
CLD1 	58 	1311 	
YGR111W 	12 	139 	
SHY1 	32 	550 	
DAM1 	32 	704 	
YGR114C 	9 	42 	
YGR115C 	66 	822 	
SPT6 	188 	2916 	
YGR117C 	37 	558 	
RPS23A 	27 	465 	
NUP57 	15 	64 	
COG2 	12 	76 	
MEP1 	65 	1518 	
YGR121W-A 	7 	31 	
YGR122W 	47 	1310 	
YGR122C-A 	6 	48 	
PPT1 	0 	0 	
ASN2 	2 	1 	
YGR125W 	124 	2741 	
YGR126W 	23 	1063 	
YGR127W 	26 	538 	
UTP8 	21 	234 	
SYF2 	5 	43 	
YGR130C 	24 	254 	
FHN1 	8 	33 	
PHB1 	6 	92 	
PEX4 	35 	405 	
CAF130 	62 	728 	
PRE9 	6 	12 	
LSB1 	30 	1055 	
YGR137W 	5 	73 	
TPO2 	65 	823 	
YGR139W 	4 	110 	
CBF2 	87 	1238 	
VPS62 	32 	311 	
BTN2 	33 	765 	
SKN1 	67 	1205 	
THI4 	6 	9 	
ENP2 	33 	706 	
ECL1 	13 	141 	
YGR146C-A 	14 	225 	
NAT2 	22 	249 	
RPL24B 	20 	194 	
YGR149W 	34 	675 	
CCM1 	53 	510 	
YGR151C 	2 	1 	
RSR1 	35 	537 	
YGR153W 	5 	17 	
GTO1 	27 	383 	
CYS4 	38 	358 	
PTI1 	36 	459 	
CHO2 	57 	1086 	
MTR3 	8 	29 	
NSR1 	30 	578 	
YGR160W 	5 	14 	
RTS3 	15 	110 	
YGR161W-C 	1 	0 	
TIF4631 	106 	2786 	
GTR2 	13 	63 	
YGR164W 	9 	75 	
MRPS35 	16 	445 	
TRS65 	36 	461 	
CLC1 	53 	1929 	
YGR168C 	40 	558 	
PUS6 	10 	69 	
YGR169C-A 	8 	70 	
PSD2 	50 	599 	
MSM1 	41 	1029 	
YIP1 	3 	4 	
RBG2 	78 	1757 	
CBP4 	27 	641 	
YGR174W-A 	1 	0 	
ERG1 	17 	176 	
YGR176W 	13 	193 	
ATF2 	34 	570 	
PBP1 	29 	219 	
OKP1 	22 	395 	
RNR4 	35 	114 	
TIM13 	7 	237 	
YGR182C 	21 	273 	
QCR9 	7 	10 	
UBR1 	170 	3740 	
TYS1 	27 	476 	
TFG1 	45 	1021 	
HGH1 	26 	460 	
BUB1 	135 	3085 	
CRH1 	37 	193 	
YGR190C 	25 	230 	
HIP1 	96 	2254 	
TDH3 	43 	786 	
PDX1 	15 	204 	
XKS1 	21 	377 	
SKI6 	17 	125 	
FYV8 	54 	762 	
SNG1 	87 	1824 	
YPP1 	110 	2409 	
PMT6 	144 	3790 	
ELP2 	37 	326 	
YGR201C 	5 	39 	
PCT1 	11 	190 	
YCH1 	9 	90 	
ADE3 	61 	1133 	
YGR204C-A 	2 	7 	
TDA10 	35 	537 	
MVB12 	29 	554 	
CIR1 	8 	21 	
SER2 	25 	440 	
TRX2 	10 	27 	
YGR210C 	26 	668 	
ZPR1 	15 	188 	
SLI1 	30 	484 	
RTA1 	20 	363 	
RPS0A 	14 	167 	
RSM27 	0 	0 	
GPI1 	29 	200 	
CCH1 	202 	3853 	
CRM1 	161 	4148 	
YGR219W 	0 	0 	
MRPL9 	2 	2 	
TOS2 	35 	424 	
PET54 	21 	195 	
HSV2 	40 	1327 	
AZR1 	13 	135 	
AMA1 	40 	489 	
YGR226C 	12 	68 	
DIE2 	57 	1631 	
YGR228W 	8 	138 	
SMI1 	32 	518 	
BNS1 	8 	151 	
PHB2 	26 	472 	
NAS6 	18 	187 	
PHO81 	69 	1780 	
YHB1 	31 	400 	
MIC26 	20 	137 	
SPG1 	4 	38 	
YGR237C 	50 	791 	
KEL2 	82 	1913 	
PEX21 	16 	341 	
PFK1 	109 	3025 	
YGR240C-A 	9 	41 	
YAP1802 	60 	1053 	
YGR242W 	6 	78 	
FMP43 	8 	322 	
LSC2 	28 	532 	
SDA1 	34 	336 	
BRF1 	38 	867 	
CPD1 	11 	166 	
SOL4 	5 	26 	
MGA1 	29 	341 	
YGR250C 	52 	1021 	
NOP19 	19 	474 	
GCN5 	35 	1219 	
PUP2 	15 	120 	
ENO1 	52 	1405 	
COQ6 	62 	1610 	
GND2 	50 	1169 	
MTM1 	40 	382 	
RAD2 	72 	731 	
YGR259C 	10 	59 	
TNA1 	30 	321 	
APL6 	87 	1434 	
BUD32 	20 	280 	
SAY1 	51 	1282 	
MES1 	42 	856 	
YGR265W 	9 	195 	
YGR266W 	63 	1677 	
FOL2 	12 	146 	
HUA1 	14 	193 	
YGR269W 	4 	11 	
YTA7 	172 	3892 	
YGR270C-A 	13 	277 	
SLH1 	193 	3057 	
EFG1 	12 	30 	
YGR273C 	11 	133 	
TAF1 	186 	2047 	
RTT102 	10 	76 	
RNH70 	40 	371 	
CAB4 	20 	309 	
CWC22 	30 	298 	
SCW4 	22 	237 	
PXR1 	23 	288 	
YOR1 	79 	896 	
BGL2 	15 	90 	
YGR283C 	24 	420 	
ERV29 	22 	313 	
ZUO1 	23 	232 	
BIO2 	10 	34 	
IMA1 	83 	2036 	
MAL13 	57 	1201 	
MAL11 	85 	1604 	
YGR290W 	22 	455 	
YGR291C 	0 	0 	
MAL12 	32 	444 	
YGR293C 	11 	350 	
PAU12 	15 	269 	
COS6 	60 	1103 	
YRF1-3 	233 	8180 	
YGR296C-A 	16 	374 	
YGR296C-B 	11 	234 	
YHL050C 	82 	1571 	
YHL050W-A 	12 	218 	
YHL049C 	13 	294 	
YHL048C-A 	3 	5 	
COS8 	52 	516 	
ARN2 	114 	2406 	
YHL046W-A 	19 	260 	
PAU13 	8 	116 	
YHL045W 	8 	24 	
YHL044W 	25 	535 	
ECM34 	13 	218 	
YHL042W 	15 	180 	
YHL041W 	7 	117 	
ARN1 	83 	1705 	
EFM1 	68 	1006 	
CBP2 	114 	2967 	
YHL037C 	22 	263 	
MUP3 	92 	1195 	
VMR1 	301 	8009 	
YHL034W-A 	23 	318 	
SBP1 	45 	1092 	
RPL8A 	47 	1027 	
GUT1 	107 	2807 	
GOS1 	65 	1868 	
YHL030W-A 	35 	1006 	
ECM29 	426 	14168 	
OCA5 	63 	2078 	
WSC4 	54 	1617 	
RIM101 	122 	2238 	
YHL026C 	52 	759 	
SNF6 	26 	136 	
RIM4 	166 	6091 	
NPR3 	190 	7110 	
SPO11 	13 	157 	
AIM17 	45 	791 	
OPI1 	21 	343 	
YHL019W-A 	85 	2003 	
APM2 	358 	11688 	
YHL018W 	64 	1078 	
YHL017W 	253 	11501 	
DUR3 	99 	1520 	
YHL015W-A 	4 	28 	
RPS20 	23 	603 	
YLF2 	46 	995 	
OTU2 	5 	16 	
YHL012W 	67 	2214 	
PRS3 	43 	1046 	
ETP1 	157 	5473 	
YAP3 	49 	1079 	
YHL008C 	114 	4165 	
STE20 	98 	1403 	
YHL006W-A 	7 	51 	
SHU1 	9 	106 	
YHL005C 	7 	17 	
MRP4 	64 	1768 	
LAG1 	52 	1103 	
YHL002C-A 	15 	145 	
HSE1 	23 	231 	
RPL14B 	14 	41 	
OSH7 	107 	2641 	
QCR10 	17 	213 	
LEU5 	77 	1987 	
TCD1 	107 	2110 	
NEM1 	37 	907 	
GPA1 	171 	5710 	
TIM10 	13 	221 	
STP2 	86 	1762 	
ERG11 	70 	2462 	
YHR007C-A 	4 	21 	
SOD2 	29 	491 	
TDA3 	104 	4928 	
RPL27A 	60 	2074 	
DIA4 	132 	3301 	
VPS29 	51 	526 	
ARD1 	20 	236 	
SPO13 	69 	1784 	
MIP6 	108 	2532 	
YSC84 	222 	8192 	
YSC83 	256 	8602 	
ARG4 	107 	1744 	
DED81 	203 	10955 	
YHR020W 	159 	3687 	
RPS27B 	9 	136 	
ECM12 	1 	0 	
YHR022C 	0 	0 	
YHR022C-A 	81 	5813 	
MYO1 	897 	36822 	
MAS2 	101 	6546 	
THR1 	189 	3303 	
VMA16 	87 	507 	
RPN1 	582 	2983 	
DAP2 	728 	9898 	
YHR028W-A 	25 	362 	
YHI9 	66 	1248 	
SLT2 	79 	5411 	
RRM3 	144 	5391 	
ERC1 	13 	67 	
YHR032W-A 	54 	2485 	
YHR032C-A 	19 	714 	
YHR033W 	112 	3206 	
PIH1 	221 	8214 	
NEL1 	181 	7896 	
BRL1 	209 	9004 	
PUT2 	232 	5582 	
RRF1 	58 	1161 	
MSC7 	106 	2445 	
VMA10 	36 	627 	
BCD1 	154 	3602 	
SRB2 	79 	2516 	
NCP1 	320 	10463 	
DOG2 	39 	734 	
DOG1 	30 	492 	
YHR045W 	130 	3598 	
INM1 	33 	510 	
AAP1 	234 	8211 	
YHK8 	92 	1083 	
FSH1 	19 	196 	
YHR049C-A 	11 	185 	
SMF2 	109 	3079 	
YHR050W-A 	5 	21 	
COX6 	31 	448 	
CIC1 	68 	792 	
YHR052W-A 	14 	292 	
CUP1-1 	14 	292 	
YHR054C 	56 	672 	
YHR054W-A 	3 	4 	
CUP1-2 	3 	4 	
RSC30 	113 	1669 	
YHR056W-A 	40 	684 	
CPR2 	25 	283 	
MED6 	47 	1383 	
FYV4 	29 	306 	
VMA22 	25 	299 	
GIC1 	19 	251 	
RPP1 	52 	507 	
PAN5 	56 	586 	
YHR063W-A 	10 	89 	
SSZ1 	38 	517 	
RRP3 	31 	409 	
SSF1 	63 	780 	
HTD2 	51 	315 	
DYS1 	87 	629 	
RRP4 	233 	2385 	
YHR069C-A 	34 	113 	
TRM5 	170 	2156 	
YHR070C-A 	19 	588 	
PCL5 	15 	131 	
YHR071C-A 	2 	1 	
ERG7 	117 	1638 	
NOP10 	5 	46 	
OSH3 	76 	1088 	
YHR073W-A 	2 	4 	
YHR073C-B 	0 	0 	
QNS1 	52 	843 	
PPE1 	62 	2078 	
PTC7 	64 	1884 	
NMD2 	90 	2333 	
YHR078W 	30 	444 	
IRE1 	412 	7248 	
SAE3 	34 	238 	
YHR080C 	352 	2711 	
LRP1 	9 	76 	
KSP1 	90 	1893 	
SAM35 	42 	885 	
STE12 	75 	1110 	
IPI1 	49 	964 	
NAM8 	54 	1169 	
YHR086W-A 	3 	9 	
RTC3 	18 	216 	
RPF1 	54 	1463 	
GAR1 	15 	150 	
YNG2 	13 	73 	
MSR1 	27 	358 	
HXT4 	22 	407 	
AHT1 	22 	343 	
HXT1 	66 	1500 	
YHR095W 	27 	410 	
HXT5 	31 	264 	
YHR097C 	32 	544 	
SFB3 	101 	2335 	
TRA1 	273 	5543 	
GEP4 	22 	680 	
BIG1 	47 	951 	
KIC1 	139 	3278 	
SBE22 	104 	2057 	
GRE3 	22 	260 	
YPT35 	7 	37 	
TRR2 	58 	2099 	
CDC12 	21 	706 	
GGA2 	26 	208 	
CTM1 	98 	1763 	
ERP5 	25 	571 	
UBA4 	39 	590 	
YHR112C 	44 	801 	
APE4 	29 	429 	
BZZ1 	77 	1702 	
DMA1 	22 	227 	
COX23 	6 	103 	
TOM71 	104 	2490 	
ORC6 	33 	721 	
SET1 	154 	4086 	
MSH1 	104 	2728 	
LSM12 	14 	68 	
CIA2 	16 	252 	
EPT1 	41 	533 	
NDT80 	108 	2034 	
YHR125W 	6 	29 	
ANS1 	10 	107 	
YHR127W 	11 	96 	
FUR1 	49 	1419 	
ARP1 	56 	1376 	
YHR130C 	3 	10 	
YHR131C 	159 	6176 	
YHR131W-A 	10 	52 	
ECM14 	35 	694 	
IGO2 	32 	504 	
NSG1 	96 	2330 	
WSS1 	15 	156 	
YCK1 	78 	1705 	
SPL2 	16 	267 	
ARO9 	94 	3056 	
YHR137C-A 	37 	620 	
YHR138C 	14 	61 	
SPS100 	23 	405 	
YHR139C-A 	16 	92 	
YHR140W 	25 	495 	
RPL42B 	8 	97 	
CHS7 	59 	1623 	
DSE2 	14 	115 	
RPC10 	5 	34 	
DCD1 	46 	909 	
YHR145C 	6 	84 	
CRP1 	63 	1101 	
MRPL6 	28 	307 	
IMP3 	11 	119 	
SKG6 	165 	4809 	
PEX28 	168 	4291 	
MTC6 	61 	918 	
SPO12 	23 	338 	
SPO16 	53 	954 	
RTT107 	125 	3141 	
YSP1 	107 	1416 	
LIN1 	72 	2703 	
REC104 	7 	28 	
KEL1 	217 	9617 	
TDA11 	60 	1174 	
PEX18 	30 	871 	
YAP1801 	158 	6376 	
MPC2 	46 	1452 	
SOL3 	182 	4011 	
DNA2 	553 	19671 	
PRP8 	694 	31418 	
YHR165W-A 	22 	1003 	
CDC23 	161 	6118 	
THP2 	77 	1609 	
MTG2 	110 	2200 	
DBP8 	73 	1182 	
NMD3 	30 	354 	
ATG7 	211 	8639 	
SPC97 	202 	5584 	
YHR173C 	85 	1652 	
ENO2 	231 	6071 	
CTR2 	115 	724 	
YHR175W-A 	29 	70 	
FMO1 	188 	2045 	
YHR177W 	238 	9054 	
STB5 	14 	218 	
OYE2 	0 	0 	
YHR180W 	59 	1010 	
YHR180W-A 	42 	2098 	
YHR180C-B 	26 	619 	
SVP26 	244 	16286 	
YHR182W 	472 	25833 	
YHR182C-A 	53 	1717 	
GND1 	209 	6869 	
SSP1 	298 	12111 	
PFS1 	6 	54 	
KOG1 	821 	41581 	
IKI1 	195 	8256 	
GPI16 	187 	5940 	
PTH1 	76 	2332 	
ERG9 	577 	108562 	
CTF8 	65 	1374 	
LNP1 	97 	2400 	
EGD2 	9 	67 	
YHR193C-A 	30 	344 	
MDM31 	226 	2015 	
NVJ1 	274 	1911 	
UTP9 	280 	2470 	
RIX1 	221 	1576 	
AIM18 	96 	3046 	
AIM46 	98 	1237 	
NBL1 	12 	145 	
RPN10 	61 	1016 	
PPX1 	171 	5322 	
YHR202W 	59 	1685 	
RPS4B 	26 	355 	
MNL1 	70 	1366 	
SCH9 	142 	2470 	
SKN7 	128 	2844 	
SET5 	20 	512 	
BAT1 	58 	668 	
CRG1 	43 	786 	
YHR210C 	46 	859 	
FLO5 	120 	2762 	
YHR212C 	19 	215 	
YHR212W-A 	14 	160 	
YHR213W 	14 	221 	
YHR213W-A 	41 	1230 	
YHR213W-B 	14 	272 	
YHR214W 	21 	175 	
YHR214W-A 	13 	289 	
YHR214C-D 	7 	37 	
YHR214C-E 	27 	467 	
PHO12 	43 	586 	
IMD2 	52 	1522 	
YHR217C 	35 	652 	
YHR218W 	55 	569 	
YHR218W-A 	16 	173 	
YHR219W 	106 	2518 	
YHR219C-A 	19 	476 	
YIL177C 	139 	2821 	
YIL177W-A 	11 	177 	
PAU14 	14 	185 	
VTH1 	143 	2527 	
IMA3 	61 	880 	
YIL171W-A 	15 	145 	
YIL169C 	164 	3758 	
YIL166C 	130 	3237 	
YIL165C 	16 	344 	
NIT1 	49 	1064 	
YIL163C 	10 	210 	
SUC2 	85 	2539 	
YIL161W 	29 	295 	
POT1 	79 	2760 	
BNR1 	345 	10768 	
AIM20 	26 	814 	
COA1 	16 	481 	
YIL156W-A 	14 	570 	
YIL156W-B 	7 	46 	
UBP7 	141 	4653 	
GUT2 	150 	2643 	
IMP2
RRD1 	8 	76 	
YIL152W 	35 	1033 	
ESL1 	165 	5659 	
MCM10 	177 	7566 	
MLP2 	129 	2212 	
RPL40A 	210 	6567 	
SLN1 	376 	15391 	
ATG32 	97 	2416 	
PAN6 	7 	35 	
NDC80 	70 	2241 	
SSL2 	179 	5219 	
YIL142C-A 	28 	755 	
CCT2 	108 	3332 	
YIL141W 	20 	463 	
AXL2 	112 	3224 	
REV7 	55 	1430 	
TPM2 	15 	222 	
TMA108 	154 	3828 	
OM45 	77 	3088 	
VHS2 	72 	1131 	
YIL134C-A 	9 	28 	
FLX1 	11 	73 	
RPL16A 	27 	314 	
CSM2 	23 	478 	
FKH1 	58 	1125 	
ASG1 	51 	747 	
TAO3 	446 	12481 	
MET18 	204 	6628 	
RRT14 	8 	47 	
STH1 	211 	5467 	
KGD1 	171 	6840 	
AYR1 	23 	593 	
SIM1 	198 	5026 	
POG1 	49 	1503 	
QDR2 	101 	1904 	
QDR1 	78 	2532 	
RPI1 	207 	6071 	
RHO3 	67 	827 	
PRM5 	82 	1791 	
HIS5 	174 	8296 	
YIL115W-A 	40 	875 	
NUP159 	393 	18409 	
POR2 	1 	0 	
SDP1 	10 	94 	
HOS4 	630 	27523 	
COX5B 	57 	2050 	
HPM1 	87 	2472 	
SEC24 	210 	9872 	
YIL108W 	328 	1830 	
