gene_name	number_of_transposon_per_gene	number_of_read_pergene
ERP3 	63 	1669 	
CDC7 	145 	4961 	
YDL016C 	28 	650 	
TSC13 	121 	5118 	
NOP1 	130 	4418 	
SLX5 	85 	1995 	
YDL012C 	10 	45 	
YDL011C 	75 	5125 	
GRX6 	139 	11449 	
YDL009C 	60 	1686 	
APC11 	115 	4004 	
YDL007C-A 	12 	558 	
RPT2 	116 	5588 	
PTC1 	62 	1079 	
MED2 	72 	1619 	
ATP16 	25 	560 	
MCD1 	50 	1016 	
NHP10 	114 	3668 	
RMD1 	87 	1899 	
NTH1 	394 	10217 	
YRB1 	121 	613 	
RCR2 	122 	1420 	
YDR003W-A 	14 	81 	
RAD57 	103 	534 	
MAF1 	212 	9004 	
SOK1 	11 	68 	
TRP1 	5 	23 	
YDR008C 	5 	23 	
GAL3 	9 	119 	
YDR010C 	15 	77 	
SNQ2 	1315 	78262 	
RPL4B 	108 	5518 	
PSF1 	65 	2860 	
RAD61 	118 	3756 	
HED1 	45 	1847 	
YDR015C 	20 	1063 	
DAD1 	32 	582 	
KCS1 	535 	25921 	
YDR018C 	128 	3904 	
GCV1 	588 	111386 	
DAS2 	119 	2284 	
FAL1 	111 	2924 	
ATG31 	97 	3368 	
SES1 	469 	4279 	
FYV1 	109 	585 	
RPS11A 	153 	660 	
NSI1 	241 	2314 	
VPS54 	277 	5220 	
REG1 	266 	7773 	
YDR029W 	34 	799 	
RAD28 	10 	70 	
MIX14 	7 	37 	
PST2 	70 	1693 	
MRH1 	377 	135799 	
LYS14 	140 	2760 	
YDR034C-A 	18 	352 	
YDR034W-B 	9 	97 	
ARO3 	101 	1929 	
EHD3 	65 	1035 	
KRS1 	63 	784 	
ENA5 	130 	3918 	
ENA2 	187 	4455 	
ENA1 	260 	6082 	
RSM10 	31 	820 	
YDR042C 	54 	1417 	
NRG1 	11 	236 	
HEM13 	33 	647 	
RPC11 	8 	23 	
BAP3 	54 	532 	
HEM12 	47 	576 	
YDR048C 	13 	111 	
VMS1 	87 	1371 	
TPI1 	41 	1172 	
DET1 	21 	439 	
DBF4 	72 	892 	
YDR053W 	15 	96 	
CDC34 	70 	2131 	
PST1 	40 	235 	
YDR056C 	4 	28 	
YOS9 	81 	3792 	
TGL2 	43 	557 	
UBC5 	46 	431 	
MAK21 	274 	8078 	
YDR061W 	70 	1125 	
LCB2 	57 	1172 	
AIM7 	17 	183 	
RPS13 	45 	816 	
RRG1 	88 	3564 	
RTR2 	20 	276 	
OCA6 	18 	399 	
DOS2 	29 	588 	
DOA4 	99 	2007 	
FMP16 	2 	6 	
PAA1 	13 	218 	
IPT1 	48 	933 	
SNF11 	33 	799 	
TPS2 	99 	2236 	
PPH3 	23 	319 	
RAD55 	69 	1755 	
SED1 	93 	2971 	
SHU2 	14 	165 	
PET100 	12 	120 	
TFB5 	19 	370 	
VPS41 	102 	2446 	
PDC2 	82 	2065 	
STN1 	136 	3963 	
RRP8 	71 	1328 	
TVP23 	16 	148 	
AFR1 	33 	769 	
SSS1 	12 	147 	
RRP1 	10 	65 	
SLU7 	40 	388 	
YDR089W 	128 	2076 	
YDR090C 	21 	182 	
RLI1 	27 	461 	
UBC13 	2 	15 	
DNF2 	122 	2271 	
YDR094W 	12 	78 	
YDR095C 	51 	915 	
GIS1 	184 	4863 	
MSH6 	96 	2414 	
GRX3 	28 	275 	
BMH2 	80 	1920 	
TVP15 	7 	20 	
ARX1 	89 	711 	
YDR102C 	17 	179 	
STE5 	88 	1803 	
SPO71 	140 	2843 	
TMS1 	38 	881 	
ARP10 	19 	113 	
TMN2 	24 	255 	
TRS85 	63 	893 	
YDR109C 	65 	1240 	
FOB1 	60 	893 	
ALT2 	53 	915 	
IRC2 	26 	330 	
PDS1 	37 	759 	
YDR114C 	15 	429 	
YDR115W 	11 	116 	
MRPL1 	31 	676 	
TMA64 	47 	763 	
APC4 	35 	781 	
YDR118W-A 	1 	0 	
VBA4 	31 	517 	
COX26 	10 	132 	
TRM1 	59 	962 	
DPB4 	6 	27 	
KIN1 	134 	2128 	
INO2 	33 	552 	
YDR124W 	14 	244 	
ECM18 	26 	619 	
SWF1 	23 	210 	
ARO1 	237 	5239 	
MTC5 	41 	816 	
SAC6 	71 	1605 	
FIN1 	3 	7 	
YDR131C 	49 	808 	
YDR132C 	42 	939 	
YDR133C 	33 	604 	
YCF1 	133 	1942 	
VPS61 	2 	6 	
RGP1 	28 	357 	
HPR1 	87 	2144 	
RUB1 	5 	30 	
MTQ2 	28 	595 	
DOP1 	51 	949 	
PEX7 	1 	0 	
SAN1 	90 	1866 	
MKC7 	59 	1295 	
TAF12 	32 	650 	
SWI5 	18 	167 	
EKI1 	15 	133 	
KGD2 	23 	230 	
YDR149C 	4 	41 	
NUM1 	188 	3878 	
CTH1 	25 	290 	
GIR2 	20 	453 	
ENT5 	52 	773 	
YDR154C 	14 	461 	
CPR1 	13 	294 	
RPA14 	5 	9 	
YDR157W 	24 	176 	
HOM2 	25 	216 	
SAC3 	109 	2493 	
SSY1 	63 	1212 	
YDR161W 	46 	671 	
NBP2 	3 	3 	
CWC15 	2 	1 	
SEC1 	40 	899 	
TRM82 	91 	1958 	
SEC5 	77 	1561 	
TAF10 	13 	120 	
CDC37 	36 	391 	
STB3 	32 	604 	
YDR169C-A 	0 	0 	
SEC7 	131 	1850 	
HSP42 	18 	226 	
SUP35 	45 	597 	
ARG82 	17 	111 	
HMO1 	34 	801 	
RSM24 	21 	110 	
NGG1 	68 	1397 	
UBC1 	2 	1 	
SDH4 	10 	136 	
CSN9 	12 	100 	
YDR179W-A 	61 	1558 	
SCC2 	106 	1788 	
SAS4 	42 	1286 	
CDC1 	23 	216 	
YDR182W-A 	2 	52 	
PLP1 	22 	398 	
YDR183C-A 	3 	4 	
ATC1 	22 	286 	
UPS3 	21 	209 	
YDR186C 	50 	763 	
YDR187C 	17 	184 	
CCT6 	29 	263 	
SLY1 	27 	302 	
RVB1 	33 	870 	
HST4 	5 	14 	
NUP42 	74 	1762 	
YDR193W 	42 	1179 	
MSS116 	42 	718 	
YDR194W-A 	4 	16 	
REF2 	31 	531 	
CAB5 	32 	459 	
CBS2 	14 	117 	
RKM2 	34 	278 	
YDR199W 	6 	67 	
VPS64 	56 	427 	
SPC19 	12 	219 	
RAV2 	10 	119 	
YDR203W 	0 	0 	
COQ4 	42 	739 	
MSC2 	42 	594 	
EBS1 	90 	2190 	
UME6 	63 	1250 	
MSS4 	48 	1182 	
YDR209C 	5 	74 	
YDR210W 	4 	13 	
GCD6 	30 	420 	
TCP1 	41 	756 	
UPC2 	74 	1225 	
AHA1 	54 	1187 	
YDR215C 	4 	26 	
ADR1 	204 	4873 	
RAD9 	56 	750 	
SPR28 	15 	268 	
MFB1 	35 	564 	
YDR220C 	0 	0 	
GTB1 	61 	1398 	
YDR222W 	55 	950 	
CRF1 	46 	588 	
HTB1 	7 	203 	
HTA1 	3 	2 	
ADK1 	24 	576 	
SIR4 	83 	1626 	
PCF11 	44 	416 	
IVY1 	20 	161 	
YDR230W 	5 	19 	
COX20 	9 	82 	
HEM1 	87 	1906 	
RTN1 	27 	547 	
LYS4 	97 	3236 	
PRP42 	78 	1557 	
FMN1 	14 	276 	
MRPL7 	17 	272 	
SEC26 	49 	531 	
YDR239C 	68 	1922 	
SNU56 	23 	256 	
BUD26 	6 	88 	
AMD2 	37 	401 	
PRP28 	48 	1328 	
PEX5 	61 	1149 	
MNN10 	19 	514 	
TRS23 	19 	167 	
YDR246W-A 	6 	61 	
VHS1 	23 	420 	
YDR248C 	4 	11 	
YDR249C 	28 	773 	
YDR250C 	6 	34 	
PAM1 	56 	614 	
BTT1 	4 	32 	
MET32 	8 	30 	
CHL4 	63 	1361 	
RMD5 	22 	445 	
CTA1 	26 	443 	
RKM4 	44 	945 	
HSP78 	81 	2513 	
YAP6 	47 	685 	
SWM1 	4 	10 	
EXG2 	43 	1274 	
YDR262W 	13 	161 	
DIN7 	44 	561 	
AKR1 	53 	1426 	
PEX10 	18 	166 	
HEL2 	74 	2976 	
CIA1 	27 	549 	
MSW1 	14 	249 	
YDR269C 	15 	290 	
CCC2 	109 	1992 	
YDR271C 	9 	25 	
GLO2 	18 	88 	
DON1 	14 	316 	
YDR274C 	12 	104 	
BSC2 	12 	78 	
PMP3 	3 	3 	
MTH1 	56 	1033 	
YDR278C 	14 	205 	
RNH202 	12 	92 	
RRP45 	23 	465 	
PHM6 	9 	38 	
YDR282C 	34 	627 	
GCN2 	144 	3774 	
DPP1 	39 	448 	
ZIP1 	61 	774 	
YDR286C 	19 	518 	
INM2 	38 	527 	
NSE3 	29 	323 	
RTT103 	26 	205 	
YDR290W 	9 	61 	
HRQ1 	178 	1963 	
SRP101 	71 	1511 	
SSD1 	68 	845 	
DPL1 	39 	836 	
HDA2 	43 	525 	
MHR1 	22 	146 	
SUR2 	19 	97 	
ATP5 	9 	21 	
BFR2 	66 	1286 	
PRO1 	25 	334 	
CFT1 	86 	1439 	
GPI11 	45 	1014 	
RSC3 	100 	2087 	
CPR5 	19 	122 	
HNT2 	16 	264 	
YDR306C 	80 	1166 	
PMT7 	36 	299 	
SRB7 	4 	87 	
GIC2 	34 	732 	
SUM1 	160 	2720 	
TFB1 	86 	4123 	
SSF2 	56 	1070 	
PIB1 	23 	488 	
RAD34 	92 	2533 	
IPK1 	18 	387 	
OMS1 	134 	4175 	
HIM1 	103 	4504 	
MCM21 	105 	3115 	
YFT2 	66 	1833 	
SWA2 	133 	3871 	
DAD4 	1 	0 	
YDR320W-B 	1 	0 	
ASP1 	53 	1039 	
MRPL35 	34 	803 	
TIM11 	83 	2481 	
PEP7 	125 	6887 	
UTP4 	148 	3859 	
YCG1 	280 	7085 	
YSP2 	509 	15773 	
YDR327W 	45 	1438 	
SKP1 	80 	1505 	
PEX3 	181 	2973 	
UBX5 	343 	6287 	
GPI8 	145 	1309 	
IRC3 	197 	1173 	
RQC1 	148 	639 	
SWR1 	299 	13137 	
MSN5 	415 	12642 	
YDR336W 	135 	2643 	
MRPS28 	157 	8515 	
YDR338C 	419 	20713 	
FCF1 	87 	4030 	
YDR340W 	29 	771 	
YDR341C 	200 	6955 	
HXT7 	299 	12620 	
HXT6 	296 	18185 	
YDR344C 	51 	2045 	
HXT3 	247 	4306 	
SVF1 	299 	18244 	
MRP1 	158 	4656 	
PAL1 	332 	12881 	
YPS7 	115 	2287 	
ATP22 	217 	6459 	
SBE2 	287 	11725 	
YPQ2 	49 	1192 	
TRR1 	51 	778 	
TRP4 	84 	1670 	
YDR354C-A 	4 	17 	
YDR355C 	14 	362 	
SPC110 	221 	6841 	
CNL1 	15 	135 	
GGA1 	130 	3353 	
EAF1 	9 	59 	
OPI7 	7 	10 	
BCP1 	77 	2049 	
TFC6 	164 	5463 	
ESC2 	80 	1780 	
SEM1 	13 	125 	
CDC40 	113 	1983 	
ESF1 	77 	954 	
YDR366C 	40 	95 	
KEI1 	79 	2216 	
YPR1 	52 	1074 	
XRS2 	129 	2664 	
DXO1 	39 	1625 	
CTS2 	99 	2184 	
YDR371C-A 	2 	12 	
VPS74 	62 	497 	
FRQ1 	18 	134 	
PHO92 	15 	187 	
WIP1 	2 	7 	
BCS1 	28 	620 	
ARH1 	74 	977 	
ATP17 	7 	38 	
LSM6 	34 	401 	
RGA2 	65 	1212 	
SDH6 	14 	76 	
ARO10 	32 	243 	
YRA1 	91 	2325 	
YDR381C-A 	34 	429 	
RPP2B 	7 	37 	
NKP1 	16 	154 	
ATO3 	12 	54 	
EFT2 	46 	620 	
MUS81 	21 	209 	
YDR387C 	59 	1316 	
RVS167 	51 	1599 	
SAC7 	113 	2462 	
UBA2 	158 	5469 	
YDR391C 	31 	738 	
SPT3 	8 	34 	
SHE9 	28 	682 	
RPT3 	29 	381 	
SXM1 	74 	1269 	
YDR396W 	14 	204 	
NCB2 	24 	572 	
UTP5 	166 	4069 	
HPT1 	43 	1045 	
URH1 	97 	4351 	
YDR401W 	41 	848 	
DIT2 	92 	1960 	
DIT1 	44 	1003 	
RPB7 	20 	271 	
MRP20 	11 	41 	
PDR15 	238 	5584 	
YDR406W-A 	23 	569 	
TRS120 	130 	2141 	
ADE8 	18 	97 	
SIZ1 	109 	2610 	
STE14 	23 	377 	
DFM1 	33 	801 	
RRP17 	12 	142 	
YDR413C 	6 	33 	
ERD1 	30 	686 	
YDR415C 	39 	1099 	
SYF1 	39 	503 	
YDR417C 	9 	62 	
RPL12B 	20 	519 	
RAD30 	29 	624 	
HKR1 	186 	3899 	
ARO80 	57 	679 	
SIP1 	79 	1969 	
CAD1 	54 	1261 	
DYN2 	9 	248 	
SNX41 	36 	695 	
YDR426C 	13 	74 	
RPN9 	33 	480 	
BNA7 	11 	84 	
TIF35 	2 	1 	
CYM1 	38 	467 	
YDR431W 	8 	65 	
NPL3 	33 	329 	
YDR433W 	23 	164 	
GPI17 	47 	772 	
PPM1 	16 	289 	
PPZ2 	28 	225 	
GPI19 	24 	116 	
THI74 	49 	769 	
LRS4 	11 	47 	
DOT1 	59 	1539 	
APT2 	18 	334 	
YDR442W 	5 	18 	
SSN2 	169 	3022 	
YDR444W 	71 	1230 	
YDR445C 	29 	387 	
ECM11 	41 	583 	
RPS17B 	17 	190 	
ADA2 	34 	662 	
UTP6 	40 	485 	
RPS18A 	51 	920 	
YHP1 	66 	789 	
PPN1 	67 	738 	
TSA2 	23 	322 	
GUK1 	32 	334 	
YDR455C 	21 	181 	
NHX1 	86 	1427 	
TOM1 	397 	8056 	
HEH2 	48 	1034 	
PFA5 	44 	546 	
TFB3 	15 	170 	
MFA1 	1 	0 	
YDR461C-A 	1 	0 	
MRPL28 	5 	8 	
STP1 	15 	95 	
SPP41 	113 	2187 	
YDR464C-A 	5 	30 	
RMT2 	30 	568 	
PKH3 	64 	1050 	
YDR467C 	1 	0 	
TLG1 	35 	807 	
SDC1 	17 	195 	
UGO1 	15 	121 	
RPL27B 	24 	471 	
TRS31 	43 	399 	
PRP3 	15 	315 	
JIP4 	123 	2929 	
YDR476C 	16 	233 	
SNF1 	43 	637 	
SNM1 	7 	34 	
PEX29 	30 	575 	
DIG2 	18 	184 	
PHO8 	57 	894 	
CWC21 	3 	3 	
KRE2 	82 	2542 	
VPS52 	31 	396 	
VPS72 	58 	1457 	
VPS60 	12 	151 	
RIB3 	40 	771 	
PAC11 	74 	1245 	
SLD5 	24 	368 	
PKH1 	82 	1723 	
YDR491C 	18 	246 	
IZH1 	36 	921 	
MZM1 	18 	304 	
RSM28 	48 	860 	
VPS3 	87 	1162 	
PUF6 	76 	1660 	
ITR1 	53 	705 	
SEC20 	29 	297 	
LCD1 	53 	784 	
RPL37B 	10 	173 	
PLM2 	19 	173 	
SAM2 	66 	955 	
LPP1 	23 	822 	
SPG3 	3 	9 	
PSP1 	51 	715 	
GMC1 	79 	1838 	
GIN4 	120 	1994 	
GNP1 	83 	2239 	
YDR509W 	0 	0 	
SMT3 	0 	0 	
YDR510C-A 	0 	0 	
SDH7 	1 	0 	
EMI1 	8 	68 	
GRX2 	26 	1001 	
YDR514C 	21 	296 	
SLF1 	28 	482 	
EMI2 	31 	409 	
GRH1 	31 	262 	
EUG1 	38 	843 	
FPR2 	7 	66 	
URC2 	45 	551 	
YDR521W 	6 	52 	
SPS2 	57 	864 	
SPS1 	23 	282 	
AGE1 	11 	116 	
YDR524W-C 	4 	73 	
YDR524C-B 	3 	2 	
YDR524C-A 	3 	7 	
API2 	10 	38 	
SNA2 	23 	609 	
YDR526C 	7 	39 	
RBA50 	63 	1913 	
HLR1 	84 	705 	
QCR7 	8 	95 	
APA2 	14 	200 	
CAB1 	15 	245 	
KRE28 	52 	839 	
HSP31 	37 	731 	
FIT1 	27 	525 	
YDR535C 	30 	489 	
STL1 	64 	1556 	
YDR537C 	16 	105 	
PAD1 	16 	105 	
FDC1 	32 	559 	
IRC4 	10 	136 	
YDR541C 	45 	1065 	
PAU10 	15 	498 	
YDR543C 	8 	91 	
YDR544C 	9 	38 	
YRF1-1 	120 	3097 	
YDR545C-A 	3 	2 	
YEL077C 	107 	2553 	
YEL077W-A 	7 	92 	
YEL076C-A 	20 	305 	
YEL076C 	16 	146 	
YEL075W-A 	11 	93 	
YEL075C 	5 	9 	
YEL074W 	21 	341 	
YEL073C 	9 	60 	
RMD6 	31 	640 	
DLD3 	32 	392 	
DSF1 	75 	1648 	
HXT13 	71 	920 	
YEL068C 	22 	230 	
YEL067C 	47 	380 	
HPA3 	41 	543 	
SIT1 	69 	1524 	
AVT2 	84 	1590 	
CAN1 	182 	5286 	
NPR2 	159 	4267 	
CIN8 	169 	4926 	
PRB1 	118 	3457 	
SOM1 	7 	77 	
HHY1 	11 	119 	
PCM1 	110 	3694 	
YEL057C 	126 	5033 	
HAT2 	45 	1221 	
POL5 	117 	3281 	
RPL12A 	56 	930 	
YEL053W-A 	27 	288 	
MAK10 	70 	966 	
AFG1 	89 	2412 	
VMA8 	49 	2444 	
YEL050W-A 	4 	22 	
RML2 	9 	18 	
PAU2 	6 	47 	
TCA17 	8 	173 	
FRD1 	56 	1148 	
GLY1 	167 	5073 	
YEL045C 	133 	4268 	
IES6 	83 	3032 	
YEL043W 	244 	10439 	
GDA1 	90 	1598 	
YEF1 	54 	1131 	
UTR2 	20 	377 	
CYC7 	19 	327 	
UTR4 	45 	1079 	
RAD23 	113 	3326 	
ANP1 	94 	2584 	
UTR5 	27 	826 	
YEL034C-A 	10 	23 	
HYP2 	8 	21 	
MTC7 	9 	66 	
MCM3 	166 	4991 	
YEL032C-A 	22 	659 	
SPF1 	226 	6451 	
YEL030C-A 	18 	906 	
ECM10 	106 	1859 	
BUD16 	9 	23 	
YEL028W 	7 	51 	
VMA3 	14 	227 	
SNU13 	6 	11 	
YEL025C 	99 	1775 	
RIP1 	23 	354 	
YEL023C 	179 	5986 	
GEA2 	299 	10712 	
URA3 	27 	395 	
YEL020C-B 	2 	4 	
TIM9 	2 	4 	
YEL020C 	98 	1984 	
MMS21 	40 	1247 	
YEL018C-A 	18 	603 	
EAF5 	23 	444 	
PMP2 	1 	0 	
GTT3 	88 	2357 	
NPP2 	37 	2342 	
EDC3 	144 	4412 	
YEL014C 	23 	441 	
VAC8 	156 	3168 	
UBC8 	70 	1945 	
GLC3 	85 	1554 	
YEL010W 	29 	209 	
YEL009C-A 	44 	565 	
GCN4 	217 	7871 	
YEL008W 	26 	288 	
YEL008C-A 	7 	59 	
MIT1 	271 	13709 	
YEA6 	90 	1613 	
VAB2 	47 	727 	
YEA4 	191 	14422 	
GIM4 	6 	91 	
WBP1 	8 	55 	
IRC22 	10 	69 	
MNN1 	483 	20448 	
NOP16 	1 	0 	
PMI40 	100 	6530 	
FMP52 	122 	3058 	
YND1 	259 	1292 	
NUG1 	337 	1816 	
YER006C-A 	62 	197 	
PAC2 	664 	5401 	
TMA20 	94 	2670 	
SEC3 	251 	10883 	
NTF2 	24 	529 	
YER010C 	16 	138 	
TIR1 	80 	3596 	
PRE1 	61 	1831 	
PRP22 	442 	21358 	
HEM14 	153 	3233 	
BUD25 	57 	1128 	
FAA2 	158 	3873 	
BIM1 	126 	4389 	
AFG3 	385 	12019 	
SPC25 	115 	2789 	
ISC1 	67 	1243 	
SBH2 	7 	71 	
GPA2 	96 	2348 	
RPN3 	79 	1618 	
SRB4 	201 	6624 	
PRO3 	23 	553 	
YER023C-A 	6 	32 	
YAT2 	144 	3850 	
GCD11 	78 	1110 	
CHO1 	76 	2385 	
GAL83 	62 	852 	
MIG3 	74 	834 	
SMB1 	48 	768 	
CHZ1 	21 	242 	
YPT31 	38 	257 	
FIR1 	137 	2239 	
ZRG8 	177 	3597 	
YER034W 	11 	100 	
EDC2 	11 	68 	
ARB1 	108 	1537 	
PHM8 	24 	202 	
KRE29 	59 	1222 	
YER038W-A 	3 	27 	
HVG1 	11 	106 	
YER039C-A 	7 	146 	
GLN3 	133 	1152 	
YEN1 	362 	3505 	
MXR1 	43 	143 	
SAH1 	96 	2242 	
ERG28 	11 	82 	
MEI4 	58 	335 	
ACA1 	67 	1390 	
SPO73 	12 	299 	
YER046W-A 	9 	51 	
SAP1 	69 	1003 	
CAJ1 	12 	65 	
ISD11 	11 	169 	
TPA1 	47 	700 	
RSM18 	29 	1025 	
JHD1 	43 	753 	
HOM3 	30 	444 	
PIC2 	97 	3378 	
YER053C-A 	10 	49 	
GIP2 	127 	884 	
HIS1 	98 	396 	
FCY2 	56 	1135 	
RPL34A 	34 	763 	
HMF1 	18 	302 	
PET117 	4 	5 	
PCL6 	57 	1271 	
FCY21 	46 	794 	
FCY22 	68 	1446 	
CEM1 	43 	931 	
GPP2 	14 	221 	
THO1 	35 	716 	
VHR2 	39 	814 	
ICL1 	27 	346 	
RRT13 	18 	244 	
YER066C-A 	9 	84 	
RGI1 	3 	24 	
YER067C-A 	2 	22 	
MOT2 	49 	950 	
YER068C-A 	4 	6 	
ARG5
RNR1 	78 	1906 	
TDA2 	6 	31 	
VTC1 	14 	456 	
ALD5 	66 	1349 	
RPS24A 	22 	129 	
YOS1 	2 	1 	
PTP3 	84 	1554 	
YER076C 	11 	126 	
YER076W-A 	4 	10 	
YER077C 	95 	2783 	
ICP55 	88 	2574 	
YER078W-A 	3 	7 	
YER079W 	8 	23 	
YER079C-A 	31 	914 	
AIM9 	89 	2265 	
SER3 	32 	474 	
UTP7 	24 	169 	
GET2 	52 	2100 	
YER084W 	10 	376 	
YER084W-A 	8 	54 	
YER085C 	9 	59 	
ILV1 	27 	218 	
AIM10 	78 	1275 	
YER087C-A 	29 	431 	
SBH1 	8 	62 	
DOT6 	61 	1135 	
YER088C-A 	4 	19 	
YER088W-B 	3 	25 	
PTC2 	25 	377 	
TRP2 	80 	1783 	
YER090C-A 	2 	3 	
MET6 	48 	659 	
YER091C-A 	6 	38 	
IES5 	25 	692 	
TSC11 	200 	4893 	
AIM11 	20 	456 	
PUP3 	37 	882 	
RAD51 	32 	470 	
SHC1 	66 	1199 	
YER097W 	15 	180 	
UBP9 	87 	1106 	
PRS2 	37 	1048 	
UBC6 	17 	382 	
AST2 	21 	199 	
RPS8B 	39 	747 	
SSA4 	97 	3949 	
RTT105 	20 	291 	
NUP157 	248 	7045 	
MAM1 	35 	772 	
GLE2 	46 	826 	
YER107W-A 	21 	374 	
FLO8 	138 	4205 	
KAP123 	130 	2958 	
SWI4 	97 	2469 	
LSM4 	5 	34 	
TMN3 	125 	2390 	
BOI2 	149 	2903 	
SPR6 	69 	2370 	
SLX8 	66 	1155 	
RPL23B 	89 	3855 	
SHO1 	103 	2369 	
AVT6 	60 	906 	
YER119C-A 	4 	8 	
SCS2 	35 	487 	
YER121W 	39 	647 	
GLO3 	54 	1167 	
YCK3 	38 	504 	
DSE1 	68 	875 	
RSP5 	132 	5413 	
NSA2 	2 	5 	
LCP5 	79 	2403 	
VFA1 	35 	1172 	
SAK1 	146 	4326 	
COM2 	126 	5977 	
RPS26B 	179 	4306 	
PMD1 	542 	18360 	
GLC7 	342 	17718 	
YER133W-A 	73 	3208 	
YER134C 	68 	2713 	
YER135C 	22 	790 	
GDI1 	122 	2068 	
YER137C 	26 	793 	
YER137W-A 	27 	739 	
YER138W-A 	2 	9 	
RTR1 	128 	2632 	
EMP65 	299 	6740 	
COX15 	279 	2363 	
MAG1 	65 	410 	
DDI1 	202 	5500 	
UBP5 	21 	296 	
FTR1 	12 	209 	
YER145C-A 	2 	2 	
LSM5 	0 	0 	
SCC4 	9 	119 	
YER147C-A 	49 	591 	
SPT15 	105 	2241 	
YER148W-A 	297 	21762 	
PEA2 	457 	29914 	
SPI1 	67 	6092 	
UBP3 	393 	12406 	
YER152C 	224 	9076 	
YER152W-A 	87 	3544 	
PET122 	87 	2743 	
OXA1 	84 	2623 	
BEM2 	1065 	50314 	
YER156C 	106 	3162 	
COG3 	746 	114507 	
YER158C 	339 	2733 	
YER158W-A 	41 	119 	
BUR6 	82 	384 	
SPT2 	137 	4186 	
RAD4 	92 	1863 	
GCG1 	15 	149 	
CHD1 	664 	154652 	
PAB1 	126 	2639 	
YER165C-A 	22 	425 	
DNF1 	200 	4760 	
BCK2 	186 	3653 	
CCA1 	117 	1859 	
RPH1 	113 	2463 	
ADK2 	32 	344 	
RAD3 	82 	2667 	
BRR2 	348 	7985 	
YER172C-A 	44 	1016 	
RAD24 	166 	3854 	
GRX4 	46 	735 	
TMT1 	38 	1048 	
YER175W-A 	25 	646 	
ECM32 	87 	1744 	
BMH1 	21 	152 	
PDA1 	35 	706 	
DMC1 	26 	220 	
ISC10 	24 	196 	
SLO1 	8 	90 	
YER181C 	5 	13 	
FMP10 	24 	352 	
FAU1 	13 	108 	
TOG1 	91 	1601 	
PUG1 	33 	485 	
YER186C 	66 	1940 	
YER187W 	11 	138 	
YER188W 	33 	448 	
YER188C-A 	33 	658 	
YER189W 	18 	94 	
YRF1-2 	315 	9348 	
YER190C-A 	27 	442 	
YER190C-B 	7 	206 	
YFL068W 	32 	1209 	
YFL067W 	11 	177 	
YFL066C 	45 	641 	
YFL065C 	7 	33 	
YFL064C 	13 	418 	
YFL063W 	5 	17 	
COS4 	50 	544 	
DDI2 	48 	962 	
SNO3 	35 	544 	
SNZ3 	24 	320 	
THI5 	13 	87 	
AAD16 	15 	218 	
AAD6 	25 	401 	
AGP3 	56 	897 	
YFL054C 	95 	1862 	
DAK2 	114 	2782 	
YFL052W 	66 	1271 	
YFL051C 	29 	543 	
ALR2 	190 	5115 	
SWP82 	86 	2213 	
EMP47 	95 	2330 	
RGD2 	133 	3130 	
FMP32 	41 	1209 	
SEC53 	45 	1264 	
OTU1 	114 	4973 	
YFL042C 	74 	2185 	
YFL041W-A 	11 	123 	
FET5 	49 	1501 	
YFL040W 	113 	2037 	
ACT1 	73 	1286 	
YPT1 	5 	35 	
TUB2 	73 	1814 	
RPO41 	227 	8840 	
MOB2 	13 	157 	
RPL22B 	8 	172 	
YFL034W 	209 	6585 	
RIM15 	570 	21534 	
YFL032W 	23 	120 	
HAC1 	57 	1813 	
YFL031C-A 	8 	92 	
AGX1 	7 	34 	
CAK1 	5 	17 	
CAF16 	61 	2011 	
GYP8 	83 	1717 	
STE2 	92 	2658 	
BST1 	142 	3703 	
EPL1 	117 	2778 	
BUD27 	151 	4276 	
FRS2 	92 	3652 	
YFL021C-A 	36 	514 	
GAT1 	35 	276 	
PAU5 	21 	163 	
YFL019C 	2 	2 	
LPD1 	25 	185 	
SMX2 	1 	0 	
GNA1 	12 	166 	
MDJ1 	65 	1309 	
YFL015W-A 	34 	835 	
YFL015C 	45 	1022 	
HSP12 	10 	200 	
YFL013W-A 	44 	901 	
IES1 	157 	4252 	
YFL012W-A 	20 	1131 	
YFL012W 	30 	247 	
HXT10 	121 	4105 	
AUA1 	9 	185 	
WWM1 	28 	678 	
CDC4 	78 	1475 	
SMC1 	160 	4055 	
BLM10 	445 	16098 	
SEC4 	87 	2088 	
VTC2 	163 	3616 	
MSH4 	195 	5521 	
SPB4 	113 	2000 	
DEG1 	170 	13787 	
LOC1 	1 	0 	
NIC96 	275 	12603 	
YPI1 	89 	4391 	
RPN11 	182 	6397 	
SAD1 	262 	10662 	
YFR006W 	86 	2365 	
YFH7 	152 	3435 	
FAR7 	113 	454 	
GCN20 	490 	2569 	
YFR009W-A 	46 	219 	
UBP6 	623 	7422 	
YFR010W-A 	17 	308 	
MIC19 	43 	624 	
DCV1 	36 	690 	
YFR012W-A 	4 	48 	
IOC3 	156 	5210 	
CMK1 	28 	358 	
GSY1 	160 	6115 	
YFR016C 	501 	21169 	
IGD1 	125 	2509 	
YFR018C 	90 	2610 	
FAB1 	737 	20648 	
YFR020W 	38 	476 	
ATG18 	91 	2232 	
ROG3 	162 	5412 	
PES4 	121 	2626 	
LSB3 	74 	2447 	
